text,font_size,is_bold,is_caps,y_pos,page,text_length,label
all stakeholders are engaged in creating a synergistic ODL organization.  The proposal must,11.039999961853027,0,0,122.84925842285156,7,91,Other
indicate how this consultative process will be approached.,11.039999961853027,0,0,135.4458770751953,7,58,Other
"The business plan for the ODL must address significant issues. There are, for example,",11.039999961853027,0,0,160.77162170410156,7,86,Other
enormous differences in the financial resources available to libraries mandated to provide,11.039999961853027,0,0,173.3682403564453,7,90,Other
"similar services. Some post-secondary and public libraries, particularly those in large urban",11.039999961853027,0,0,186.08631896972656,7,93,Other
"areas, have the facilities, funding and technological infrastructure necessary to service their",11.039999961853027,0,0,198.6829376220703,7,95,Other
"patrons with electronic services and resources.  Many others, particularly in rural regions, do",11.039999961853027,0,0,211.27955627441406,7,95,Other
not.  The proposal must indicate how these issues will be approached.,11.039999961853027,0,0,223.9976348876953,7,69,Other
Milestones,12.0,0,0,270.1199951171875,7,10,Other
1) A preliminary report will be issued during June 2003.,11.039999961853027,0,0,302.9687805175781,7,56,Other
"2) It is expected that an Interim Report, suitable for distribution to the broader library",11.039999961853027,0,0,327.5658874511719,7,90,Other
"community will be available by August 1, 2003 and that there will be an opportunity",11.039999961853027,0,0,340.2839660644531,7,83,Other
for responses to be evaluated.,11.039999961853027,0,0,352.880615234375,7,30,Other
3) The business plan must be completed and approved by the ODL Steering Committee,11.039999961853027,0,0,377.59918212890625,7,81,Other
"no later than September 30, 2003.",11.039999961853027,0,0,390.1958312988281,7,33,Other
Approach and Specific Proposal Requirements,12.0,0,0,423.5999755859375,7,43,Other
The firm/consultant  (or proposed team of consultants)  will be expected to work closely with,11.039999961853027,0,0,456.56878662109375,7,93,Other
the ODL Steering Committee. Terms of reference for the Committee are in the appendix.,11.039999961853027,0,0,469.1654357910156,7,85,Other
"Given the consultative nature of this business planning process, the firm/consultant will also",11.039999961853027,0,0,481.8835144042969,7,94,Other
be expected to travel and communicate regularly with various stakeholders as well as with,11.039999961853027,0,0,494.48016357421875,7,89,Other
electronic resource publishers/vendors.,11.039999961853027,0,0,507.0767822265625,7,39,Other
The proposal should include the following information:,11.039999961853027,0,0,531.79541015625,7,54,Other
a) name of the firm/consultant,11.039999961853027,0,0,556.3925170898438,7,30,Other
"b) names of those individuals who will be engaged in this project, their specific",11.039999961853027,0,0,569.110595703125,7,81,Other
responsibilities on this project and relevant experience/qualifications,11.039999961853027,0,0,581.7072143554688,7,71,Other
c) description of similar engagements that highlight the firm’s experience in business,11.039999961853027,0,0,594.3038330078125,7,86,Other
planning and building stakeholder commitment,11.039999961853027,0,0,607.0219116210938,7,44,Other
d) references with details of work completed for these references,11.039999961853027,0,0,619.6185302734375,7,65,Other
"e) description of the approach that will be used for completing the business plan,",11.039999961853027,0,0,632.336669921875,7,82,Other
including a timeline,11.039999961853027,0,0,644.9332885742188,7,20,Other
"f) cost to complete the study including estimated expenses (i.e.: travel, etc.) and payment",11.039999961853027,0,0,657.5299072265625,7,91,Other
structure,11.039999961853027,0,0,670.2479858398438,7,9,Other
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,0,734.0382080078125,7,57,Other
March 2003,7.559999942779541,1,0,734.0382080078125,7,10,Other
Evaluation and Awarding of Contract,12.0,0,0,81.00001525878906,8,35,Other
The contract will be awarded to the bidder whose submission offers the best value; the contract will,11.039999961853027,0,0,122.84883117675781,8,100,Other
not necessarily be awarded to the lowest bidder. We reserve the right not to award the contract to,11.039999961853027,0,0,135.56690979003906,8,98,Other
any of the bidders responding to this RFP and we may seek further response.,11.039999961853027,0,0,148.1635284423828,8,75,Other
"Specifically, proposals will be evaluated proposals according to the following criteria:",11.039999961853027,0,0,172.76063537597656,8,88,Other
Quality of the proposal /approach outlined for undertaking the business planning process,11.039999961853027,0,0,210.19728088378906,8,88,Other
Demonstrated experience,11.039999961853027,0,0,222.9153594970703,8,23,Other
"Cost, including expenses",11.039999961853027,0,0,235.51197814941406,8,24,Other
Timeline and projected completion date,11.039999961853027,0,0,248.1085968017578,8,38,Other
Other relevant factors as determined by the ODL Steering Committee,11.039999961853027,0,0,261.31243896484375,8,66,Other
Questions regarding this RFP should be directed by e-mail only to Michael Ridley,11.039999961853027,0,0,286.6271667480469,8,80,Other
(mridley@uoguelph.ca).,11.039999961853027,0,0,299.3452453613281,8,22,Other
Bidders are asked not to contact any other member of the ODL Catalyst Team or the ODL Steering,11.039999961853027,0,0,324.65997314453125,8,94,Other
Committee.,11.039999961853027,0,0,337.2566223144531,8,10,Other
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,0,734.0382080078125,8,57,Other
March 2003,7.559999942779541,1,0,734.0382080078125,8,10,Other
Appendix A:  ODL Envisioned Phases & Funding,12.0,0,0,107.51997375488281,9,44,Other
Phase I:  Business Planning,9.960000038146973,1,0,139.785888671875,9,27,Other
Timeline:  March 2003 – September 2003,9.960000038146973,1,0,162.8233642578125,9,38,Other
"Funding Requested:  ~$100,000 jointly funded by stakeholder groups and the provincial government.",9.960000038146973,1,0,174.34710693359375,9,97,Other
Result:  The ODL business plan,9.960000038146973,1,0,197.26507568359375,9,30,Other
"The first phase will be to build the ODL business plan. This plan will clearly define the ODL’s services,",9.960000038146973,0,0,220.42205810546875,9,105,Other
"funding and governance structures, as well as implementation plans for 2003-2005. It will also secure",9.960000038146973,0,0,231.94580078125,9,101,Other
the full commitment of all stakeholders and scope the operational plan for ODL for 2006 and beyond.,9.960000038146973,0,0,243.46954345703125,9,99,Other
"Given the number and diversity of stakeholders involved, the business planning process must be a fully",9.960000038146973,0,0,266.38751220703125,9,102,Other
consultative approach. To ensure that the planning results in a workable plan with the full commitment,9.960000038146973,0,0,277.9112243652344,9,102,Other
"of all stakeholders it must have competent, dedicated staffing and monies for the travel and",9.960000038146973,0,0,289.4349365234375,9,92,Other
communication components so critical in a consultative process.,9.960000038146973,0,0,300.9586486816406,9,63,Other
Phase II: Implementing and Transitioning,9.960000038146973,1,0,335.28082275390625,9,40,Other
Timeline:  April 2004 – December 2006,9.960000038146973,1,0,358.31829833984375,9,37,Other
Funding Requested:  Funding from other states and provinces suggest that the ODL could receive,9.960000038146973,1,0,369.84197998046875,9,94,Other
"funding of up to $50 Million (over 3 years). Funding to be provided partnership of government, library",9.960000038146973,0,0,381.3656921386719,9,102,Other
stakeholders and other interested parties.,9.960000038146973,0,0,392.7698974609375,9,42,Other
Result:  The ODL is implemented and validated,9.960000038146973,1,0,415.807373046875,9,45,Other
The second phase will be to implement the ODL based on the business plan. This phase recognizes,9.960000038146973,0,0,438.9643859863281,9,95,Other
that for ODL to be optimally successful libraries must transition to a new way of doing business and,9.960000038146973,0,0,450.48809814453125,9,100,Other
providing services. The transition must occur while libraries continue to provide existing services and,9.960000038146973,0,0,461.8923034667969,9,103,Other
"respond to current challenges. This implementation phase will funded by a partnership of government,",9.960000038146973,0,0,473.416015625,9,100,Other
library stakeholders and other interested parties as a means to quickly jumpstart the ODL.,9.960000038146973,0,0,484.9397277832031,9,90,Other
The seed money requested will allow libraries to realign their budgets and services as the infrastructure,9.960000038146973,0,0,507.9771728515625,9,105,Other
"and content of the ODL is created and secured.  Some of the funding will be new money, although there",9.960000038146973,0,0,519.3814086914062,9,101,Other
is every indication that existing budgets and methods of operating may be modified as a result of,9.960000038146973,0,0,530.78564453125,9,97,Other
"recommendations . During this phase the polices, procedures, governance structures and accountability",9.960000038146973,0,0,542.309326171875,9,101,Other
"mechanisms of the ODL will be put in place. Pilot projects will be initiated, evaluated and expanded.",9.960000038146973,0,0,553.9525756835938,9,101,Other
"Information resources will be identified, contracts for these resources will be negotiated and resources",9.960000038146973,0,0,565.476318359375,9,104,Other
will be made deployed through the ODL. Regular evaluation during this phase will ensure the ODL is,9.960000038146973,0,0,577.0,9,98,Other
achieving its objectives and is accountable to its key communities.,9.960000038146973,0,0,588.523681640625,9,67,Other
Phase III: Operating and Growing the ODL,9.960000038146973,1,0,611.3221435546875,9,40,Other
Timeline:  January 2007 -,9.960000038146973,1,0,634.359619140625,9,25,Other
Funding:  $50 Million annually ($35 Million requested from government),9.960000038146973,1,0,645.8833618164062,9,70,Other
Result:  The ODL is fully operational and sustainable,9.960000038146973,1,0,668.8013305664062,9,53,Other
In the third phase the ODL moves into the operational stage. Ontarians will experience the full benefits,9.960000038146973,0,0,691.9583129882812,9,104,Other
of the initiative and libraries will consolidate support around the ODL to grow resources and extend,9.960000038146973,0,0,703.4820556640625,9,100,Other
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,0,734.0382080078125,9,57,Other
March 2003,7.559999942779541,1,0,734.0382080078125,9,10,Other
capabilities. The challenge is to secure resources sufficient to both sustain the original investments and,9.960000038146973,0,0,72.22618865966797,10,106,Other
to enhance the ODL.,9.960000038146973,0,0,83.74993133544922,10,19,Other
The ongoing funding of the ODL will be based on a partnership model involving all the key participants,9.960000038146973,0,0,106.66790008544922,10,102,Other
"(i.e. government, libraries, donors, public and private sectors). All participants (i.e. beneficiaries) are",9.960000038146973,0,0,118.19164276123047,10,107,Other
expected to make financial contributions to the ODL. It is important in achieving the full impact of the,9.960000038146973,0,0,129.71539306640625,10,104,Other
"ODL on Ontario’s economy, society and learning support that all library sectors are participants",9.960000038146973,0,0,141.2391357421875,10,96,Other
"(university, colleges, public libraries and schools).",9.960000038146973,0,0,152.76287841796875,10,53,Other
"The proposed funding model requires a continuing government investment, but also recognizes that as",9.960000038146973,0,0,170.28240966796875,10,99,Other
the ODL matures a growing share of ODL funding will come from libraries and non-governmental,9.960000038146973,0,0,181.68658447265625,10,92,Other
sources. During the 3-year implementation phase (2004 – 2006) libraries will realign their budgets to,9.960000038146973,0,0,193.2103271484375,10,101,Other
enable ongoing funding contributions to ODL. During the same period ODL must build the proposed,9.960000038146973,0,0,204.73406982421875,10,95,Other
endowment and secure public and private sector gifts and/or in-kind contributions. The following chart,9.960000038146973,0,0,216.2578125,10,102,Other
outlines the model. This model is based on these assumptions:,9.960000038146973,0,0,227.78155517578125,10,61,Other
1. that ODL expenditures will increase by 50% over a 10 year period,9.960000038146973,0,0,245.30120849609375,10,67,Other
2. that government funding will decrease from 70% to 45% during that 10 year period,9.960000038146973,0,0,262.70135498046875,10,83,Other
"3. that library contributions, endowment and gifts/in-kind funding will increase from 30% to 55%",9.960000038146973,0,0,280.22100830078125,10,96,Other
during the same period,9.960000038146973,0,0,291.7447204589844,10,22,Other
OVERVIEW OF ODL FUNDING MODEL,9.960000038146973,1,1,320.6685485839844,10,29,Other
Funding Source,12.0,1,0,344.1000061035156,10,14,Other
2007,12.0,1,0,344.1000061035156,10,4,Other
2017,12.0,1,0,344.1000061035156,10,4,Other
Government,9.960000038146973,0,0,358.42620849609375,10,10,Other
$35M (70%),9.960000038146973,0,1,358.42620849609375,10,10,Other
$33.75M (45%),9.960000038146973,0,1,358.42620849609375,10,13,Other
Libraries,9.960000038146973,0,0,370.4280090332031,10,9,Other
$10M (20%),9.960000038146973,0,1,370.4280090332031,10,10,Other
$22.5M (30%),9.960000038146973,0,1,370.4280090332031,10,12,Other
Endowment,9.960000038146973,0,0,382.4298095703125,10,9,Other
$4.5M (9%),9.960000038146973,0,1,382.4298095703125,10,10,Other
$15M (20%),9.960000038146973,0,1,382.4298095703125,10,10,Other
Gifts/In-Kind,9.960000038146973,0,0,394.4316101074219,10,13,Other
$0.5M (1%),9.960000038146973,0,1,394.4316101074219,10,10,Other
$3.75M (5%),9.960000038146973,0,1,394.4316101074219,10,11,Other
TOTAL ANNUAL,9.960000038146973,1,1,406.31390380859375,10,12,Other
$50M,9.960000038146973,0,1,406.43341064453125,10,4,Other
$75M,9.960000038146973,0,1,406.43341064453125,10,4,Other
"While the private sector will be invited to participate in the ODL through the endowment, gifts and in-",9.960000038146973,0,0,441.4726867675781,10,103,Other
"kind contributions, the ODL will also explore compatible commercial services which leverage the reach",9.960000038146973,0,0,452.99639892578125,10,101,Other
of the ODL and help to offset operating costs.,9.960000038146973,0,0,464.5201110839844,10,46,Other
A $50M budget leverages the consortium buying power of the province’s libraries to secure the best,9.960000038146973,0,0,487.5575866699219,10,98,Other
"prices for information resources, the widest accessibility and the most favourable contracts. A budget of",9.960000038146973,0,0,498.9617919921875,10,105,Other
this nature will ensure a core digital collection of sufficient scope and coverage to address a substantial,9.960000038146973,0,0,510.4854736328125,10,107,Other
amount of the wide and diverse information and learning needs of the citizens of Ontario (an overview,9.960000038146973,0,0,522.0092163085938,10,101,Other
of the nature of the ODL digital collection is appended).  The proposed ODL expenditures in 2006,9.960000038146973,0,0,533.532958984375,10,96,Other
represent an investment of $5.00 per citizen.,9.960000038146973,1,0,545.056640625,10,45,Other
It is important to recognize that every new dollar per citizen invested in the Ontario Digital Library has a,9.960000038146973,0,0,567.974609375,10,108,Other
double benefit: it supports a province-wide library of high quality information resources and it,9.960000038146973,0,0,579.498291015625,10,96,Other
strengthens every local library in Ontario by allowing them to reinvest existing dollars in new resources,9.960000038146973,0,0,591.0220336914062,10,105,Other
that enhance local services.  This multiplier means that for every dollar invested in ODL the return,9.960000038146973,0,0,602.5457763671875,10,100,Other
on investment is worth $2 of value for Ontario.,9.960000038146973,1,0,614.0694580078125,10,47,Other
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,0,734.0382080078125,10,57,Other
March 2003,7.559999942779541,1,0,734.0382080078125,10,10,Other
10,9.0,0,0,730.9798583984375,10,2,Other
10,9.0,0,0,731.222900390625,10,2,Other
10,9.0,0,0,731.222900390625,10,2,Other
10,9.0,0,0,730.9798583984375,10,2,Other
Appendix B:,12.0,0,0,92.51997375488281,11,11,Other
ODL Steering Committee Terms of Reference,12.0,0,0,92.51997375488281,11,41,Other
1. Preamble,9.960000038146973,1,0,136.785888671875,11,11,Other
Implementation of the Ontario Digital Library (ODL) requires a detailed business plan to be developed,9.960000038146973,0,0,159.94287109375,11,101,Other
and supported by its diverse stakeholder communities (see:  www.odl.on.ca ).  The business,9.960000038146973,0,0,171.3470458984375,11,90,Other
"development planning and commitment process will be overseen by a Steering Committee, who are",9.960000038146973,0,0,182.87078857421875,11,93,Other
accountable to potential ODL funders including  the Province of Ontario.,9.960000038146973,0,0,194.39453125,11,72,Other
2. Terms of Reference,9.960000038146973,1,0,217.3125,11,21,Other
"In broad terms, the ODL Business Plan Steering Committee is responsible for development of the",9.960000038146973,0,0,240.3499755859375,11,94,Other
"business plan, securing sector support, and management of the planners and process.  Specific",9.960000038146973,0,0,251.87371826171875,11,93,Other
responsibilities include:,9.960000038146973,0,0,263.3974609375,11,25,Other
"2.1 developing a detailed business plan for the three-year implementation phase of the ODL, including",9.960000038146973,0,0,286.4349365234375,11,101,Other
"governance, management, funding model and structure, organizational structure, marketing,",9.960000038146973,0,0,297.8391418457031,11,89,Other
"staffing, and evaluation;",9.960000038146973,0,0,309.36285400390625,11,25,Other
"2.2 consulting with and reporting to stakeholder communities, to ensure open, consistent and two-way",9.960000038146973,0,0,320.8865661621094,11,100,Other
"communication, and to ensure meaningful opportunities for stakeholder input into decision-",9.960000038146973,0,0,332.4102783203125,11,90,Other
making;,9.960000038146973,0,0,343.9339904785156,11,7,Other
2.3 recruiting and managing the business planner(s);,9.960000038146973,0,0,355.45770263671875,11,52,Other
"2.4 defining terms of reference and resource parameters for business planner(s), and authorizing",9.960000038146973,0,0,366.8619079589844,11,96,Other
expenditures;,9.960000038146973,0,0,378.3856201171875,11,13,Other
2.5 serving as a focus group for business planner(s) to test ideas;,9.960000038146973,0,0,389.9093322753906,11,67,Other
2.6 providing signoff for business planner(s) at key decision points of business plan development;,9.960000038146973,0,0,401.43304443359375,11,98,Other
"2.7 securing commitment from library, government, and institutional stakeholders for implementation",9.960000038146973,0,0,412.9567565917969,11,99,Other
of the business plan;,9.960000038146973,0,0,424.48046875,11,21,Other
2.8 presenting the business plan to funders,9.960000038146973,0,0,435.8846740722656,11,43,Other
2.9 undertaking advocacy efforts to promote the ODL to the broader communities including library,9.960000038146973,0,0,447.40838623046875,11,96,Other
and education communities.,9.960000038146973,0,0,458.9320983886719,11,26,Other
3. Membership,9.960000038146973,1,0,481.8500671386719,11,13,Other
"Each of the four sectors, Schools, Colleges, Universities, and Public Libraries can appoint up to two",9.960000038146973,0,0,504.8875732421875,11,101,Other
representatives to the steering committee,9.960000038146973,0,0,516.4112548828125,11,41,Other
3.1 Schools:,9.960000038146973,0,0,539.44873046875,11,12,Other
- Ontario School Library Association (OSLA) and The Association of Library Consultants and,9.960000038146973,0,0,550.972412109375,11,90,Other
Coordinators of Ontario (TALCO)  ( Executive Council of OSLA to name representative in,9.960000038146973,0,0,562.2571411132812,11,86,Other
consultation with TALCO ),9.960000038146973,0,0,573.7808837890625,11,25,Other
3.2 Universities:,9.960000038146973,0,0,585.424072265625,11,17,Other
- Ontario Council of University Libraries (OCUL) ( OCUL to name ),9.960000038146973,0,0,596.8283081054688,11,65,Other
3.3 Colleges:,9.960000038146973,0,0,608.4715576171875,11,13,Other
"- Bibliocentre, and Heads of Libraries and Learning Resources (UAG and HLLR  to name )",9.960000038146973,0,0,619.875732421875,11,86,Other
3.4 Public libraries:,9.960000038146973,0,0,631.3994140625,11,21,Other
"- Administrators of Medium-sized Public Libraries of Ontario (AMPLO), Administrators of Rural",9.960000038146973,0,0,642.9231567382812,11,93,Other
"Urban Public Libraries of Ontario (ARUPLO), Administrators of Small Public Libraries of",9.960000038146973,0,0,654.4468994140625,11,87,Other
Ontario (ASPLO) and Chief Executives of Large-sized Public Libraries of Ontario (CELPLO),9.960000038146973,0,0,665.9705810546875,11,88,Other
"( Executives of AMPLO, ARUPLO, ASPLO and CELPLO to name )",9.960000038146973,0,0,677.374755859375,11,57,Other
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,0,734.0382080078125,11,57,Other
March 2003,7.559999942779541,1,0,734.0382080078125,11,10,Other
11,9.0,0,0,730.9798583984375,11,2,Other
11,9.0,0,0,731.222900390625,11,2,Other
11,9.0,0,0,731.222900390625,11,2,Other
11,9.0,0,0,730.9798583984375,11,2,Other
3.5 Ontario Library Association representative (ex-officio)  ( OLA to appoint one representative ),9.960000038146973,0,0,72.13579559326172,12,98,Other
- Role of the OLA ex-officio member: To act as a liaison between the steering committee and,9.960000038146973,0,0,83.77910614013672,12,91,Other
"the OLA Board, and to assist the chair with the administrative responsibilities connected with",9.960000038146973,0,0,95.30284881591797,12,94,Other
"the preparation of the business plan, finance, and communications.",9.960000038146973,0,0,106.70702362060547,12,66,Other
"3.6 It is anticipated that as planning for the ODL evolves, the Steering Committee may, at its",9.960000038146973,0,0,129.7445068359375,12,94,Other
"discretion, call on invited experts to advise on issues as required.",9.960000038146973,0,0,141.26824951171875,12,68,Other
4. Appointment Criteria and Process,9.960000038146973,1,0,164.18621826171875,12,35,Other
4.1,9.960000038146973,0,0,187.83123779296875,12,3,Other
Groups and organizations named in Section 3 above are responsible for appointing up to two,9.960000038146973,0,0,187.83123779296875,12,90,Other
representatives to the Steering Committee.,9.960000038146973,0,0,199.8330078125,12,42,Other
4.2,9.960000038146973,0,0,223.83660888671875,12,3,Other
Desired characteristics for steering committee appointees include:,9.960000038146973,0,0,223.83660888671875,12,66,Other
Strategic thinkers;,9.960000038146973,0,0,247.959716796875,12,19,Other
Committed to the concept of multi-sector partnerships;,9.960000038146973,0,0,260.2005615234375,12,54,Other
Knowledgeable about digital libraries and resources;,9.960000038146973,0,0,272.3218688964844,12,52,Other
Knowledgeable about government structures;,9.960000038146973,0,0,284.5627136230469,12,42,Other
Respected by their communities; influential;,9.960000038146973,0,0,296.68402099609375,12,44,Other
Able to take a consultative approach;,9.960000038146973,0,0,308.8053283691406,12,37,Other
Able to devote time to Steering Committee business: approximately one day per month for,9.960000038146973,0,0,323.0262145996094,12,87,Other
meetings plus 2-3 working days per month on related activities .,9.960000038146973,0,0,334.3800048828125,12,64,Other
5. Term,9.960000038146973,1,0,359.62591552734375,12,7,Other
Expected term on the Steering Committee is the time required to complete development of the,9.960000038146973,0,0,382.7829284667969,12,91,Other
business plan plus two months. This process is expected to take approximately 6 months.,9.960000038146973,0,0,394.1871337890625,12,87,Other
6. Chair,9.960000038146973,1,0,417.1051025390625,12,8,Other
Chair will be appointed by the Board of the Ontario Library Association.,9.960000038146973,0,0,440.2621154785156,12,72,Other
Role of the Chair:,9.960000038146973,0,0,465.4609069824219,12,18,Other
In addition to the characteristics for appointees (4.2) the role of the chair will be as a process agent,9.960000038146973,0,0,488.4983825683594,12,104,Other
"working with the selected consultant(s), OLA, and the Steering Committee to prepare the business",9.960000038146973,0,0,500.0220947265625,12,96,Other
plan. The chair must be able to devote 5-8 days per month on activities related to the preparation of,9.960000038146973,0,0,511.5457763671875,12,101,Other
"the business plan, and communications to stakeholders, funders, and government.",9.960000038146973,0,0,523.0695190429688,12,79,Other
7. Meetings,9.960000038146973,1,0,545.8679809570312,12,11,Other
It is expected that in person meetings are held once per month and the majority of business will be,9.960000038146973,0,0,569.0249633789062,12,99,Other
"conducted by e-mail, and teleconference.",9.960000038146973,0,0,580.5487060546875,12,40,Other
8. Lines of Accountability and Communication,9.960000038146973,1,0,603.3471069335938,12,44,Other
"8.1 The Steering Committee is accountable to the Province of Ontario, and to its business plan",9.960000038146973,0,0,626.504150390625,12,94,Other
funders.,9.960000038146973,0,0,638.02783203125,12,8,Other
8.2 The role of the Ontario Library Association is to assume responsibility for  funds contributed by the,9.960000038146973,0,0,661.0653076171875,12,105,Other
"ODL funders to finance the business plan, to hold the funds in a separate account, and",9.960000038146973,0,0,672.469482421875,12,86,Other
disperse them for purposes as  directed by the Steering Committee. OLA will provide,9.960000038146973,0,0,683.9932250976562,12,83,Other
financial reports to the Steering Committee as requested and shall comply with all,9.960000038146973,0,0,695.5169677734375,12,82,Other
government reporting regulations for funds received.,9.960000038146973,0,0,707.0406494140625,12,52,Other
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,0,734.0382080078125,12,57,Other
March 2003,7.559999942779541,1,0,734.0382080078125,12,10,Other
12,9.0,0,0,730.9798583984375,12,2,Other
12,9.0,0,0,731.222900390625,12,2,Other
12,9.0,0,0,731.222900390625,12,2,Other
12,9.0,0,0,730.9798583984375,12,2,Other
8.3 The Steering Committee is accountable to its constituent groups and other stakeholders for,9.960000038146973,0,0,83.76982879638672,13,94,Other
ongoing communications and consultation on issues and progress.  The Steering committee,9.960000038146973,0,0,95.29357147216797,13,87,Other
is responsible for strong liaison with government particularly the Chief Information Officer,9.960000038146973,0,0,106.69774627685547,13,92,Other
"Community Services Cluster, ADM’s and Deputy Ministers.",9.960000038146973,0,0,118.22148895263672,13,55,Other
9. Financial and Administrative Policies,9.960000038146973,1,0,141.13946533203125,13,40,Other
9.1 Service on the Steering Committee is non-remunerative,9.960000038146973,0,0,164.29644775390625,13,57,Other
9.2 Travel and meeting expenses for Steering Committee members are reimbursed according to the,9.960000038146973,0,0,175.70062255859375,13,94,Other
policies of the Ontario Library Association,9.960000038146973,0,0,187.224365234375,13,43,Other
9.3 Conflict of Interest:,9.960000038146973,0,0,198.74810791015625,13,25,Other
The ODL Steering Committee will function according to standard conflict of interest guidelines,9.960000038146973,0,0,210.2718505859375,13,94,Other
"ensuring that members,  their immediate family members, or their places of employment, will",9.960000038146973,0,0,221.7955322265625,13,91,Other
not benefit financially from the decisions  the Steering Committee might make. As a first,9.960000038146973,0,0,233.31927490234375,13,89,Other
"order of business, the Steering Committee will be expected to adopt a conflict of interest policy",9.960000038146973,0,0,244.72344970703125,13,97,Other
statement and procedural guidelines that will govern its work.,9.960000038146973,0,0,256.2471923828125,13,62,Other
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,0,734.0382080078125,13,57,Other
March 2003,7.559999942779541,1,0,734.0382080078125,13,10,Other
13,9.0,0,0,730.9798583984375,13,2,Other
13,9.0,0,0,731.222900390625,13,2,Other
13,9.0,0,0,731.222900390625,13,2,Other
13,9.0,0,0,730.9798583984375,13,2,Other
Appendix C:,12.0,0,0,92.51997375488281,14,11,Other
ODL’s Envisioned Electronic Resources,12.0,0,0,92.51997375488281,14,37,Other
The purpose of the ODL is to provide equal access to information for all Ontario citizens through,9.960000038146973,0,0,136.9058837890625,14,97,Other
collaboration and resource sharing. ODL will be a portal - capable of customization as,9.960000038146973,0,0,148.42962646484375,14,86,Other
"a home page for local libraries - to organized, comprehensive, authoritative and validated",9.960000038146973,0,0,159.953369140625,14,90,Other
e-information resources to meet the needs of all Ontario citizens at all stages and in all aspects,9.960000038146973,0,0,171.3575439453125,14,98,Other
"of their education, life and work. Some examples:",9.960000038146973,0,0,182.88128662109375,14,49,Other
1. Reference Resources,9.960000038146973,0,0,205.91876220703125,14,22,Other
"- directories: companies, associations, organizations, governments, educational institutions,",9.960000038146973,0,0,228.95623779296875,14,93,Other
etc. etc.,9.960000038146973,0,0,240.36041259765625,14,9,Other
"- almanacs, country information",9.960000038146973,0,0,251.8841552734375,14,31,Other
"- dictionaries, thesauri, encyclopedias",9.960000038146973,0,0,263.40789794921875,14,39,Other
-consumer information,9.960000038146973,0,0,274.9316101074219,14,21,Other
"- phone books,",9.960000038146973,0,0,286.455322265625,14,14,Other
"- travel guides, entertainment guides",9.960000038146973,0,0,297.8595275878906,14,37,Other
- weather information,9.960000038146973,0,0,309.38323974609375,14,21,Other
- media/newspapers,9.960000038146973,0,0,320.9069519042969,14,18,Other
"- leisure time, recreational activity guides",9.960000038146973,0,0,332.4306640625,14,44,Other
- indexing and abstracting services,9.960000038146973,0,0,343.9543762207031,14,35,Other
"- currency converters,",9.960000038146973,0,0,355.47808837890625,14,22,Other
- virtual reference services,9.960000038146973,0,0,366.8822937011719,14,28,Other
-vocational/career information,9.960000038146973,0,0,378.406005859375,14,30,Other
-internet search engines,9.960000038146973,0,0,389.9297180175781,14,24,Other
-current awareness services,9.960000038146973,0,0,401.45343017578125,14,27,Other
2. Subject Guides,9.960000038146973,0,0,424.49090576171875,14,17,Other
-arts and humanities,9.960000038146973,0,0,447.40887451171875,14,20,Other
- business and economics,9.960000038146973,0,0,458.9325866699219,14,24,Other
- education,9.960000038146973,0,0,470.4563293457031,14,11,Other
-recreation and sports,9.960000038146973,0,0,481.98004150390625,14,22,Other
"-entertainment - games, activities for kids",9.960000038146973,0,0,493.3842468261719,14,43,Other
-health information,9.960000038146973,0,0,504.90802001953125,14,19,Other
-science and technology,9.960000038146973,0,0,516.4317626953125,14,23,Other
-social sciences,9.960000038146973,0,0,527.9554443359375,14,16,Other
-society and culture,9.960000038146973,0,0,539.4791259765625,14,20,Other
3. Educational tool-kits,9.960000038146973,0,0,562.3970947265625,14,24,Other
"-guides to information gathering methodologies, information literacy",9.960000038146973,0,0,585.4345703125,14,68,Other
-study guides,9.960000038146973,0,0,596.958251953125,14,13,Other
-study skill development,9.960000038146973,0,0,608.4819946289062,14,24,Other
-web-based curricula,9.960000038146973,0,0,620.0057373046875,14,20,Other
-internet search guides,9.960000038146973,0,0,631.4099731445312,14,23,Other
"4. Journals, books, maps, music etc.",9.960000038146973,0,0,654.4474487304688,14,36,Other
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,0,734.0382080078125,14,57,Other
March 2003,7.559999942779541,1,0,734.0382080078125,14,10,Other
14,9.0,0,0,730.9798583984375,14,2,Other
14,9.0,0,0,731.222900390625,14,2,Other
14,9.0,0,0,731.222900390625,14,2,Other
14,9.0,0,0,730.9798583984375,14,2,Other
Parsippany -Troy Hills STEM Pathways,28.00721549987793,1,0,37.369590759277344,1,36,Title
Mission Statement:    To provide PTHSD high school students with the opportunity to,14.005849838256836,0,0,88.69420623779297,1,83,Other
"concentrate their studies, beyond those required in high school, in the areas of science,",12.004799842834473,0,0,108.7464599609375,1,89,Other
